attendance,test_score,assignment_submitted,label,name,batch,prediction_result,confidence,risk_percentage,performance_score,probabilities,score_breakdown,strengths,weaknesses,suggestions,category
61.2,28.2,5.5,Average,Unknown,Unknown,Average,99.8,0.2,46.76,"{'Weak': 0.2, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 24.48, 'test_score_contribution': 11.28, 'assignment_submitted_contribution': 11.0}",[],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
22.6,58.8,6.8,Average,Unknown,Unknown,Average,95.9,4.0,46.16,"{'Weak': 4.0, 'Average': 95.9, 'Strong': 0.1}","{'attendance_contribution': 9.04, 'test_score_contribution': 23.52, 'assignment_submitted_contribution': 13.6}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (6/10) — room to improve.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Average
20.3,73.1,8.8,Average,Unknown,Unknown,Average,99.5,0.3,54.96,"{'Weak': 0.3, 'Average': 99.5, 'Strong': 0.2}","{'attendance_contribution': 8.12, 'test_score_contribution': 29.24, 'assignment_submitted_contribution': 17.6}","['Above-average test performance (65-79).', 'Good assignment submission rate (8/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
70.2,95.8,10.0,Average,Unknown,Unknown,Average,99.3,0.0,86.4,"{'Weak': 0.0, 'Average': 99.3, 'Strong': 0.7}","{'attendance_contribution': 28.08, 'test_score_contribution': 38.32, 'assignment_submitted_contribution': 20.0}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Excellent assignment submission (10/10) — highly disciplined.']",['Below-target attendance (60-74%).'],['Aim for >=75% attendance to stay on track.'],Average
52.4,64.9,6.5,Average,Unknown,Unknown,Average,99.1,0.5,59.92,"{'Weak': 0.5, 'Average': 99.1, 'Strong': 0.4}","{'attendance_contribution': 20.96, 'test_score_contribution': 25.96, 'assignment_submitted_contribution': 13.0}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (6/10) — room to improve.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Average
60.9,33.0,9.0,Average,Unknown,Unknown,Average,99.3,0.3,55.56,"{'Weak': 0.3, 'Average': 99.3, 'Strong': 0.4}","{'attendance_contribution': 24.36, 'test_score_contribution': 13.2, 'assignment_submitted_contribution': 18.0}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.']",Average
78.8,66.3,9.2,Strong,Unknown,Unknown,Strong,96.6,0.0,76.44,"{'Weak': 0.0, 'Average': 3.4, 'Strong': 96.6}","{'attendance_contribution': 31.52, 'test_score_contribution': 26.52, 'assignment_submitted_contribution': 18.4}","['Good attendance (75-89%) — keep it consistent.', 'Above-average test performance (65-79).', 'Excellent assignment submission (9/10) — highly disciplined.']",[],['Performing well across all areas — maintain consistency!'],Strong
67.1,38.8,8.1,Average,Unknown,Unknown,Average,99.9,0.1,58.56,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.1}","{'attendance_contribution': 26.84, 'test_score_contribution': 15.52, 'assignment_submitted_contribution': 16.2}",['Good assignment submission rate (8/10).'],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.']",Average
59.8,97.9,5.2,Strong,Unknown,Unknown,Strong,98.4,0.0,73.48,"{'Weak': 0.0, 'Average': 1.5, 'Strong': 98.4}","{'attendance_contribution': 23.92, 'test_score_contribution': 39.16, 'assignment_submitted_contribution': 10.4}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Submit all remaining assignments; aim for >=8/10.']",Strong
60.3,46.0,1.7,Average,Unknown,Unknown,Average,99.7,0.2,45.92,"{'Weak': 0.2, 'Average': 99.7, 'Strong': 0.0}","{'attendance_contribution': 24.12, 'test_score_contribution': 18.4, 'assignment_submitted_contribution': 3.4}",[],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (1/10) — critical gap.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
37.4,71.7,1.1,Weak,Unknown,Unknown,Weak,96.4,96.4,45.84,"{'Weak': 96.4, 'Average': 3.6, 'Strong': 0.0}","{'attendance_contribution': 14.96, 'test_score_contribution': 28.68, 'assignment_submitted_contribution': 2.2}",['Above-average test performance (65-79).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Weak
12.8,12.1,5.3,Weak,Unknown,Unknown,Weak,100.0,100.0,20.56,"{'Weak': 100.0, 'Average': 0.0, 'Strong': 0.0}","{'attendance_contribution': 5.12, 'test_score_contribution': 4.84, 'assignment_submitted_contribution': 10.6}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Weak
49.3,46.0,5.4,Average,Unknown,Unknown,Average,99.9,0.1,48.92,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 19.72, 'test_score_contribution': 18.4, 'assignment_submitted_contribution': 10.8}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
29.3,88.8,4.7,Average,Unknown,Unknown,Average,99.5,0.2,56.64,"{'Weak': 0.2, 'Average': 99.5, 'Strong': 0.3}","{'attendance_contribution': 11.72, 'test_score_contribution': 35.52, 'assignment_submitted_contribution': 9.4}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low assignment submissions (4/10) — impacting overall score.']","['Attend every possible session immediately.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
46.8,64.9,6.1,Average,Unknown,Unknown,Average,99.8,0.1,56.88,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 18.72, 'test_score_contribution': 25.96, 'assignment_submitted_contribution': 12.2}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (6/10) — room to improve.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Average
86.8,50.0,6.0,Average,Unknown,Unknown,Average,99.2,0.1,66.72,"{'Weak': 0.1, 'Average': 99.2, 'Strong': 0.8}","{'attendance_contribution': 34.72, 'test_score_contribution': 20.0, 'assignment_submitted_contribution': 12.0}",['Good attendance (75-89%) — keep it consistent.'],"['Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (6/10) — room to improve.']","['Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Average
31.1,94.2,8.5,Strong,Unknown,Unknown,Strong,94.7,0.0,67.12,"{'Weak': 0.0, 'Average': 5.3, 'Strong': 94.7}","{'attendance_contribution': 12.44, 'test_score_contribution': 37.68, 'assignment_submitted_contribution': 17.0}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (8/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Strong
15.2,86.9,2.0,Average,Unknown,Unknown,Average,99.9,0.1,44.84,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 6.08, 'test_score_contribution': 34.76, 'assignment_submitted_contribution': 4.0}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
35.3,39.0,3.0,Average,Unknown,Unknown,Average,94.8,5.2,35.72,"{'Weak': 5.2, 'Average': 94.8, 'Strong': 0.0}","{'attendance_contribution': 14.12, 'test_score_contribution': 15.6, 'assignment_submitted_contribution': 6.0}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
36.4,59.0,8.1,Average,Unknown,Unknown,Average,99.4,0.2,54.36,"{'Weak': 0.2, 'Average': 99.4, 'Strong': 0.4}","{'attendance_contribution': 14.56, 'test_score_contribution': 23.6, 'assignment_submitted_contribution': 16.2}",['Good assignment submission rate (8/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.']",Average
69.6,54.1,8.6,Average,Unknown,Unknown,Average,99.7,0.0,66.68,"{'Weak': 0.0, 'Average': 99.7, 'Strong': 0.2}","{'attendance_contribution': 27.84, 'test_score_contribution': 21.64, 'assignment_submitted_contribution': 17.2}",['Good assignment submission rate (8/10).'],"['Below-target attendance (60-74%).', 'Average test score (50-64) — needs improvement.']","['Aim for >=75% attendance to stay on track.', 'Practice past papers and revise weak topics regularly.']",Average
60.1,66.9,10.0,Strong,Unknown,Unknown,Strong,96.2,0.0,70.8,"{'Weak': 0.0, 'Average': 3.8, 'Strong': 96.2}","{'attendance_contribution': 24.04, 'test_score_contribution': 26.76, 'assignment_submitted_contribution': 20.0}","['Above-average test performance (65-79).', 'Excellent assignment submission (10/10) — highly disciplined.']",['Below-target attendance (60-74%).'],['Aim for >=75% attendance to stay on track.'],Strong
80.6,40.1,8.9,Average,Unknown,Unknown,Average,99.6,0.1,66.08,"{'Weak': 0.1, 'Average': 99.6, 'Strong': 0.3}","{'attendance_contribution': 32.24, 'test_score_contribution': 16.04, 'assignment_submitted_contribution': 17.8}","['Good attendance (75-89%) — keep it consistent.', 'Good assignment submission rate (8/10).']",['Low test score (<50) — significant knowledge gaps.'],['Revisit core concepts; consider seeking tutoring support.'],Average
69.8,32.0,9.0,Average,Unknown,Unknown,Average,99.5,0.1,58.72,"{'Weak': 0.1, 'Average': 99.5, 'Strong': 0.4}","{'attendance_contribution': 27.92, 'test_score_contribution': 12.8, 'assignment_submitted_contribution': 18.0}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.']",Average
46.6,92.1,3.8,Average,Unknown,Unknown,Average,99.3,0.1,63.08,"{'Weak': 0.1, 'Average': 99.3, 'Strong': 0.6}","{'attendance_contribution': 18.64, 'test_score_contribution': 36.84, 'assignment_submitted_contribution': 7.6}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
83.3,93.1,4.6,Average,Unknown,Unknown,Average,97.0,0.0,79.76,"{'Weak': 0.0, 'Average': 97.0, 'Strong': 3.0}","{'attendance_contribution': 33.32, 'test_score_contribution': 37.24, 'assignment_submitted_contribution': 9.2}","['Good attendance (75-89%) — keep it consistent.', 'Excellent test scores (>=80) — strong conceptual grasp.']",['Low assignment submissions (4/10) — impacting overall score.'],['Prioritise assignments; create a submission schedule with deadlines.'],Average
25.0,85.9,3.4,Average,Unknown,Unknown,Average,99.4,0.6,51.16,"{'Weak': 0.6, 'Average': 99.4, 'Strong': 0.1}","{'attendance_contribution': 10.0, 'test_score_contribution': 34.36, 'assignment_submitted_contribution': 6.8}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
12.0,98.0,6.5,Average,Unknown,Unknown,Average,99.4,0.2,57.0,"{'Weak': 0.2, 'Average': 99.4, 'Strong': 0.4}","{'attendance_contribution': 4.8, 'test_score_contribution': 39.2, 'assignment_submitted_contribution': 13.0}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Moderate assignment submissions (6/10) — room to improve.']","['Attend every possible session immediately.', 'Submit all remaining assignments; aim for >=8/10.']",Average
